Pattern;Message;
 (H(T(T(P(\/(\d+(\.(\d+\r?)?)?)?)?)?)?)?)?;Error: Creating loop in NCA.
 (H(T(T(P(\/(\d+(\.(\d+\r?)?)?)?)?)?)?)?)?\Z;Error: Creating loop in NCA.
 IN[ ]*\([ ]*([0-9]+|'[^']*')([ ]*,[ ]*([0-9]+|'[^']*')[ ]*){0,5}[ ]*\);Error: Creating loop in NCA.
%((?:-?\+.?\d*)?|(?:\[[^\[|\\]]*\\]))?([sjdDZ]);Error: Creating loop in NCA.
%(?:\d+\$)?[#0\- +']*[,;:_]?(?:-?\d+|\*(?:-?\d+\$)?)?(?:\.(?:-?\d+|\*(?:-?\d+\$)?)?)?(?:hh|h|ll|l|j|t|z|q|L|vh|vl|v|hv|hl)?[diouxXDOUeEfFgGaACcSspn%];Error: Creating loop in NCA.
%(?:\s*[0-9a-f]){2,};Error: Creating loop in NCA.
%{([slodipvh])((?:(?:\d+)?r?)?)?([-.+,/_=])?};Error: Creating loop in NCA.
&([a-zA-Z][a-zA-Z0-9]*|#[0-9]*)?|<([a-zA-Z][^<>]*|/([a-zA-Z][^<>]*)?|![^<>]*)?;Error: Creating loop in NCA.
(#[0-9a-f]{6}|#[0-9a-f]{3}|#(?:[0-9a-f]{2}){2,4}|(rgb|hsl)a?\((-?\d+%?[,\s]+){2,3}\s*[\d\.]+%?\));Error: Creating loop in NCA.
(( )*\n){3,};Error: Creating loop in NCA.
((([a-zA-Z]+(-[a-zA-Z0-9]+){0,2})|\*)(;q=[0-1](\.[0-9]+)?)?)*;Error: Creating loop in NCA.
((.*)(<strong>.*<\/strong>)){2};Error: Creating loop in NCA.
((.*)(<strong>.*<\/strong>)){3};Error: Creating loop in NCA.
((?: [A-Za-z]+[ ]?[+-]?|Z| [+-])(?:[0-9]{1,2}(?::?[0-9]{1,2})?)?)([ ]*[A-Za-z]+)?;Error: Creating loop in NCA.
((?: +[\dA-F]{4}){10,});Error: Creating loop in NCA.
((?:(?:0|1[\d]{0,2}|2(?:[0-4]\d?|5[0-5]?|[6-9])?|[3-9]\d?)\.){3}(?:0|1[\d]{0,2}|2(?:[0-4]\d?|5[0-5]?|[6-9])?|[3-9]\d?));Error: Creating loop in NCA.
((?:.*(?:\n|$)){3})$;Error: Creating loop in NCA.
((?:.|[\r\n])*)(\{(?:l10n:([a-zA-Z_][a-zA-Z0-9_\-]*(?:\.[a-zA-Z_][a-zA-Z0-9_\-]*)*(?:\.\{[a-zA-Z_][a-zA-Z0-9_\-]*\})?)\})?|<(\/|!--(\s*\{)?)?|$);Error: Creating loop in NCA.
((?:::){0,1}(?:[a-z_](?:[\w-]*[\w])?))+;Error: Creating loop in NCA.
((?:[^\n]*\n?){1,40});Error: Creating loop in NCA.
((?:[0-9$lets](?:\s+|-|\.)?){5,});Error: Creating loop in NCA.
((?:[0-9]*\.){3}[0-9]*);Error: Creating loop in NCA.
((?:[a-f0-9]{1,2}:?){6});Error: Creating loop in NCA.
((?:\+\d+)?\d\d\d\d)(?:-(\d\d)(?:-(\d\d)(?:[T ]([0-9:.,]*)(?:Z|([+-][0-9:.,]*))?)?)?)?;Error: Creating loop in NCA.
((?:\d{1,2}:?){2});Error: Creating loop in NCA.
((?:\s*\n){2});Error: Creating loop in NCA.
((?:\w*\W){2})(?:ago);Error: Creating loop in NCA.
((?:^|[&(])[ \t]*)for(?: ?\/[a-z?](?:[ :](?:\"[^\"]*\"|\S+))?)* \S+ in \([^)]+\) do;Error: Creating loop in NCA.
((?:^|[&(])[ \t]*)if(?: ?\/[a-z?](?:[ :](?:\"[^\"]*\"|\S+))?)* (?:not )?(?:cmdextversion \d+|defined \w+|errorlevel \d+|exist \S+|(?:\"[^\"]*\"|\S+)?(?:==| (?:equ|neq|lss|leq|gtr|geq) )(?:\"[^\"]*\"|\S+));Error: Creating loop in NCA.
((?:^|[&(])[ \t]*)set(?: ?\/[a-z](?:[ :](?:\"[^\"]*\"|\S+))?)* (?:[^^&)\r\n]|\^(?:\r\n|[\s\S]))*;Error: Creating loop in NCA.
(([\w]+:)?\/\/)?(([\d\w]|%[a-fA-f\d]{2,2})+(:([\d\w]|%[a-fA-f\d]{2,2})+)?@)?([\d\w][-\d\w]{0,253}[\d\w]\.)+[\w]{2,4}(:[\d]+)?(\/([-+_~.\d\w]|%[a-fA-f\d]{2,2})*)*(\?(&?([-+_~.\d\w]|%[a-fA-f\d]{2,2})=?)*)?(#([-+_~.\d\w]|%[a-fA-f\d]{2,2})*)?;Error: Creating loop in NCA.
(([^/]*/){2}[a-fA-F0-9]{32}$);Error: Creating loop in NCA.
(([0-9A-F]{4}\s*){10});Zadaný argument je mimo rozsah platných hodnot.
(([0-9a-fA-F]{1,4}:){7,7}[0-9a-fA-F]{1,4}|([0-9a-fA-F]{1,4}:){1,7}:|([0-9a-fA-F]{1,4}:){1,6}:[0-9a-fA-F]{1,4}|([0-9a-fA-F]{1,4}:){1,5}(:[0-9a-fA-F]{1,4}){1,2}|([0-9a-fA-F]{1,4}:){1,4}(:[0-9a-fA-F]{1,4}){1,3}|([0-9a-fA-F]{1,4}:){1,3}(:[0-9a-fA-F]{1,4}){1,4}|([0-9a-fA-F]{1,4}:){1,2}(:[0-9a-fA-F]{1,4}){1,5}|[0-9a-fA-F]{1,4}:((:[0-9a-fA-F]{1,4}){1,6})|:((:[0-9a-fA-F]{1,4}){1,7}|:)|fe80:(:[0-9a-fA-F]{0,4}){0,4}%[0-9a-zA-Z]{1,}|::(ffff(:0{1,4}){0,1}:){0,1}((25[0-5]|(2[0-4]|1{0,1}[0-9]){0,1}[0-9])\.){3,3}(25[0-5]|(2[0-4]|1{0,1}[0-9]){0,1}[0-9])|([0-9a-fA-F]{1,4}:){1,4}:((25[0-5]|(2[0-4]|1{0,1}[0-9]){0,1}[0-9])\.){3,3}(25[0-5]|(2[0-4]|1{0,1}[0-9]){0,1}[0-9]));Error: Creating loop in NCA.
((a{0,5}){0,5})*[c];Error: Creating loop in NCA.
((https?://)(www\.|[-\w\.]+[-\w])+(:\d+)?(/([\w/_\.#-]*(\?\S+)?[^\.\s])?)?);Error: Creating loop in NCA.
((set +\w+ +\d+) +p(o(l(y(g(o(n)?)?)?)?)?)? +from +-?\d+(\.\d+)?([eE]?\-?\d+)?\,-?\d+(\.\d+)?([eE]?\-?\d+)?( +to +-?\d+(\.\d+)?([eE]?\-?\d+)?\,-?\d+(\.\d+)?([eE]?\-?\d+)?)+ +);Error: Creating loop in NCA.
(.*):([^\(]*)(\((\d*|\*|-\*)?\))?$;Error: Creating loop in NCA.
(.*)? (?:\((.*)?\))?;Error: Creating loop in NCA.
(.*(?:\d{1,3}\.?){4}).*;Error: Creating loop in NCA.
(.*)(?:(?:\?(.*)?)?)(?:(?:#)?)$;Error: Creating loop in NCA.
(.*)<(/?\w+)[^>]*>(?:([^<]*)(<.*>)?)?;Error: Creating loop in NCA.
(.*\n){10,};Error: Creating loop in NCA.
(.*\.){2,};Error: Creating loop in NCA.
(.*\.@each){2,};Error: Creating loop in NCA.
(.*\n){30}.*;Error: Creating loop in NCA.
(.*validator(?:\.min)?.js)(\?.*(?:local|css|dir)(?:=[\w\-]*)?)?;Error: Creating loop in NCA.
(?:(?:(?:(?:[a-zA-Z]|\d|[!#\$%&'\*\+\-\/=\?\^_`{\|}~]|[\x00A0-\xD7FF\xF900-\xFDCF\xFDF0-\xFFEF])+(?:\.(?:[a-zA-Z]|\d|[!#\$%&'\*\+\-\/=\?\^_`{\|}~]|[\x00A0-\xD7FF\xF900-\xFDCF\xFDF0-\xFFEF])+)*)|(?:(?:\x22)(?:(?:(?:(?:\x20|\x09)*(?:\x0d\x0a))?(?:\x20|\x09)+)?(?:(?:[\x01-\x08\x0b\x0c\x0e-\x1f\x7f]|\x21|[\x23-\x5b]|[\x5d-\x7e]|[\x00A0-\xD7FF\xF900-\xFDCF\xFDF0-\xFFEF])|(?:\(?:[\x01-\x09\x0b\x0c\x0d-\x7f]|[\x00A0-\xD7FF\xF900-\xFDCF\xFDF0-\xFFEF]))))*(?:(?:(?:\x20|\x09)*(?:\x0d\x0a))?(\x20|\x09)+)?(?:\x22)))@(?:(?:(?:[a-zA-Z]|\d|[\x00A0-\xD7FF\xF900-\xFDCF\xFDF0-\xFFEF])|(?:(?:[a-zA-Z]|\d|[\x00A0-\xD7FF\xF900-\xFDCF\xFDF0-\xFFEF])(?:[a-zA-Z]|\d|-|\.|_|~|[\x00A0-\xD7FF\xF900-\xFDCF\xFDF0-\xFFEF])*(?:[a-zA-Z]|\d|[\x00A0-\xD7FF\xF900-\xFDCF\xFDF0-\xFFEF])))\.)+(?:(?:[a-zA-Z]|[\x00A0-\xD7FF\xF900-\xFDCF\xFDF0-\xFFEF])|(?:(?:[a-zA-Z]|[\x00A0-\xD7FF\xF900-\xFDCF\xFDF0-\xFFEF])(?:[a-zA-Z]|\d|-|\.|_|~|[\x00A0-\xD7FF\xF900-\xFDCF\xFDF0-\xFFEF])*(?:[a-zA-Z]|[\x00A0-\xD7FF\xF900-\xFDCF\xFDF0-\xFFEF])))\.?(?:[a-zA-Z]|[\x00A0-\xD7FF\xF900-\xFDCF\xFDF0-\xFFEF])+;Error: Creating loop in NCA.
(?:(?:[a-z0-9](?:[-a-z0-9_]*[a-z0-9])?)\.)*;Error: Creating loop in NCA.
(?:([a-zA-Z0-9\-]+\:))?(?:\/\/(?:[^@]*@)?([^\/:\?#]+)(?::([0-9]+))?)?([^\?#]*)(?:(\?[^#]+)|\?)?(?:(#.*))?;Error: Creating loop in NCA.
(?:(\d(:?.\d*)?)\s*to\s*)?(\d+(:?.\d*)?)\s*credit(:?s| hours);Error: Creating loop in NCA.
(?:.*[A-Za-z]){3}.*;Error: Creating loop in NCA.
(?:.*[^a-zA-Z0-9]){2};Error: Creating loop in NCA.
(?:.*\d){3};Error: Creating loop in NCA.
(?:.*\n){2,};Error: Creating loop in NCA.
(?:[ \t\r\f\v]*\n){2,}[ \t\r\f\v]*;Error: Creating loop in NCA.
(?:[^\n]*\n){0,2};Error: Creating loop in NCA.
(?:[^\S\n]*\n){2,};Error: Creating loop in NCA.
(?:[0-9a-fA-F]:?){12};Error: Creating loop in NCA.
(?:[a-z0-9!#$%&'*+/=?^_`{|}~-]+(?:\.[a-z0-9!#$%&'*+/=?^_`{|}~-]+)*|\"(?:[\x01-\x08\x0b\x0c\x0e-\x1f\x21\x23-\x5b\x5d-\x7f]|\[\x01-\x09\x0b\x0c\x0e-\x7f])*\")@(?:(?:[a-z0-9](?:[a-z0-9-]*[a-z0-9])?\.)+[a-z0-9](?:[a-z0-9-]*[a-z0-9])?|\[(?:(?:(2(5[0-5]|[0-4][0-9])|1[0-9][0-9]|[1-9]?[0-9]))\.){3}(?:(2(5[0-5]|[0-4][0-9])|1[0-9][0-9]|[1-9]?[0-9])|[a-z0-9-]*[a-z0-9]:(?:[\x01-\x08\x0b\x0c\x0e-\x1f\x21-\x5a\x53-\x7f]|\[\x01-\x09\x0b\x0c\x0e-\x7f])+)\\])\s?((?:#|ext\.?\s?|x\.?\s?){1}(?:\d+)?)?$;Error: Creating loop in NCA.
(?:[a-z0-9!#$%&'*+/=?^_`{|}~-]+(?:\.[a-z0-9!#$%&'*+/=?^_`{|}~-]+)*|\"(?:[\x01-\x08\x0b\x0c\x0e-\x1f\x21\x23-\x5b\x5d-\x7f]|\[\x01-\x09\x0b\x0c\x0e-\x7f])*\")@(?:(?:[a-z0-9](?:[a-z0-9-]*[a-z0-9])?\.)+[a-z0-9](?:[a-z0-9-]*[a-z0-9])?|\[(?:(?:25[0-5]|2[0-4][0-9]|[01]?[0-9][0-9]?)\.){3}(?:25[0-5]|2[0-4][0-9]|[01]?[0-9][0-9]?|[a-z0-9-]*[a-z0-9]:(?:[\x01-\x08\x0b\x0c\x0e-\x1f\x21-\x5a\x53-\x7f]|\[\x01-\x09\x0b\x0c\x0e-\x7f])+)\\]);Error: Creating loop in NCA.
(?:[a-z0-9!#$%&'*+/=?^_{|}~-]+(?:\.[a-z0-9!#$%&'*+/=?^_{|}~-]+)*|\"(?:[\x01-\x08\x0b\x0c\x0e-\x1f\x21\x23-\x5b\x5d-\x7f]|\[\x01-\x09\x0b\x0c\x0e-\x7f])*\")@(?:(?:[a-z0-9](?:[a-z0-9-]*[a-z0-9])?\.)+[a-z0-9](?:[a-z0-9-]*[a-z0-9])?|\[(?:(?:25[0-5]|2[0-4][0-9]|[01]?[0-9][0-9]?)\.){3}(?:25[0-5]|2[0-4][0-9]|[01]?[0-9][0-9]?|[a-z0-9-]*[a-z0-9]:(?:[\x01-\x08\x0b\x0c\x0e-\x1f\x21-\x5a\x53-\x7f]|\[\x01-\x09\x0b\x0c\x0e-\x7f])+)\\]);Error: Creating loop in NCA.
